userName,score,at,content
Rahmi Sofyan,1,02/09/2023 04:54:00,"Mohon diperbaiki sistemnya, setiap mau update aplikasi masa ngga bisa, mesti hapus 80% memori internal HP supaya grab bisa dicopot dan dipasang lagi. Itu pun butuh waktu lama dan beberapa kali sehingga menyita banyak waktu dan menyedot banyak kuota supaya berhasil. Sangat menyulitkan pengguna hp low end."
Jona Pgk,4,02/09/2023 03:26:00,"Bagus. Tapi, tolong bagi kami penyandang tunanetra.. terkadang pembaca layar kami Tidak bisa membaca beberapa tulisan yang ada di dalam aplikasi Jadi kalau bisa. Tolong. Buat tulisannya agar bisa dibaca pembaca layar kami Terimakasih"
Yeni User,4,02/09/2023 02:58:00,Tolong dong aplikasinya walau blm fi update ttep bisa di buka dan di pakai. Klo hrs update dulu pas mau pake kan ribet. Blm lg gak bisa ke update krn memory hp full. Repot jdinya buat pmakai aplikasi ini. Tq.
Wahyu N. Pramayuda,5,02/09/2023 02:50:00,tingkatkan terus masih ada bug
FATHUL LUJEN MA,5,02/09/2023 02:35:00,"Sangat membantu untuk berpergian diaat tidak ada kendaraan ,terima kasih"
deli pratama,2,02/09/2023 02:15:00,Semuanya oke hanya saja untuk refund dana itu lama dan ribet. Dan sampai sekarang belum terselesaikan padahal sudah sebulan lebih. Mengecewakan trx debit rekening yg tercancel krn pihak ke 3.
akhmad ali,1,02/09/2023 01:39:00,Saya sudah bertahun2 pakai grab Pernah kondisi hujan jm9 malam bawa istri dan bayi. Pesen grabcar tidak mau jemput dgn bnyk alasan akirnya pembatalan. Pesen sampe 3x yg didapat driver yg sama. Akirnya pesen grabike pertama driver g bs dihubungi dan terus menjauh. Kedua driver tdk jalan ketiga baru dapet dan saya harus pesan 2motor karena q untuk istri saya. Sungguh mengecewakan. Kejadian di kota tegal. Bukan di plosok desa. Tapi dikota. Saya kecewa anak istri saya telantar di tengah hujan 1jam
Satoto Basuki,5,02/08/2023 19:29:00,"Tidak dapat mengedit tujuan, overall bagus"
Brian Rahmarela,1,02/08/2023 13:08:00,Kenapa tiba2 ada pesanan grab express utk saya ya? Drivernya sms saya dan di inbox juga ada notif pemesanan. Pdhl saya bahkan tidak pernah melakukan pemesanan grab express. Menghubungi pusat bantuan juga tidak membantu. Super apps dari mana seperti ini sistemnya
nunung hariyanto,5,02/08/2023 12:18:00,"Banyak discount, layanan cepat di akses dan mudah proses nya .. cakep"
Selim Emir,4,02/08/2023 10:33:00,cuma iklan nya yg sekarang...ganggu...horror tampang kucing ( kaya kucing penyakitan ) dan musik nya.
Timothy Wilson,1,02/08/2023 09:35:00,Pesan grab harga normal 15rb ada vocer 10rb harusnya Bayar 5rb dong pas sudah selesai saya cek lagi ternyata bayar normal 15rb dan ada biaya lain lain itu 10rb padahal di awal tidak ada pernyataan bayar lain lain!!! Tolong di perhatikan
Sasha Cendani,1,02/08/2023 09:24:00,"Perbaiki lagi sistem nya ... Saya ga mencet pesan sekarang kok tiba"" udah jalan pesanan dan ga bisa dibatalin ... Lama lama customer pindah apk..."
El Ginting,2,02/08/2023 07:15:00,"SUMPAH KESEL!! KECEWA BGT!! mau aktifin ovo cash aja susah bgt, udh bolak balik klik aktifkan muncul ovo cash sudah siap tapi ga muncul jg di metode pembayaran, udh cek nomer yg terdaftar berkali-kali bener kok, apaan sih grab! kesel bgt sumpah, mana udh laper"
Isnaeni Tri Rosiani,1,02/08/2023 06:47:00,"5th pakai grab sampe jd member platinum. Kendaraan grabbike sering bgt ga sesuai& ga layak bawa penumpang. Waktu jemput lama. Helm udh ga layak. Pelayanan driver kurang. Berkali2 sy buat pengaduan ttp aja pelayanan spt itu. Grabfood harga makanan dinaikkan, by pemesanan, by kemasan tapi dikenain lagi buat kantong belanja, ongkir mahal. Pesanan sy malah diantar ke org lain dulu makanan sy keburu basi. Percuma member platinum, bayar mahal tapi ga sebanding sama kecepatan pelayanannya. Bikin kapok!"
Reza Bafadhil,3,02/08/2023 06:03:00,Pas buka aplikasi mau pesen aplikasinya keluar2 terus. Jadi susah mau pesen driver
Carin Zz,5,02/08/2023 03:32:00,tq grab sangat membantu perjalanan sy kapan saja jarak jauh maupun dekat
DANI IMAM SUJUDI,2,02/08/2023 02:28:00,"Makin kesini makin jelek performanya grab. Saldo ovo saya sering berkurang tanpa jejak, walaupun nggak seberapa tapi kan lumayan .tolong dong buat grab dengerin cuitan pengguna aplikasinya . Jangan hilang tanggung jawab ."
Fita Bantara,2,02/08/2023 01:50:00,apa2 udh mahal dan klo mau murah ya lama waktu tibanya
El Ahlifa,1,02/08/2023 00:38:00,"Gatau drivernya yg gabisa baca map atau emang kualitas aplikasinya... setiap order pake Grab drivernya marahÂ² terus krn lokasi nya dibawa muterÂ². PERBAIKI MAPNYA, mau naro titik aja susah balik lagi balik lagi!!! Masih mendingan sebelah"
Raya Syakilla,1,02/07/2023 22:43:00,"CS nya kebanyakan pada ga ada attitude, seenaknya tutup chat, kebanyakan ga pada menyelesaikan masalah customernya! Udah tau apk sering error, kesel."
syarif Hidayatullah,5,02/07/2023 22:27:00,makin bagus untuk pelayanan tetapi sangat disayangkan sekarang jadi ada iklan
Yuli Yulianti,5,02/07/2023 15:23:00,Alhamdulillah ada aplikasi grapcar hemat jadi lebih hemat dan nyaman
Agus Teguh,5,02/07/2023 14:30:00,sebenarnya enak tapi utk kwetiau nya sangat pedas sampe nga bisa ke makan kayak makan sambel bukan kwetiau klu bisa jgn kayak gini pedesnya ya
Miftah Amir,2,02/07/2023 12:14:00,"Perbenahi lagi mapsnya, saya sangat-sangat kesulitan menentukan lokasi penjemputan karena lokasi tidak akurat.."
Syela Lourencia,3,02/07/2023 11:48:00,"Mohon untuk diadakan training terlebih dahulu untuk para driver. Apabila memang sudah terlaksana, mohon untuk diadakan brifing disetiap bulannya. Tentang berkendara dijalan. #SayamasihinginhidupðŸ™?ðŸ?»"
Sutro Mandiri,4,02/07/2023 11:31:00,Sangat membantu buat perjalanan mendadak bisa jemput dari depan rumah . .
Ratmi Nohan,4,02/07/2023 10:47:00,Bagusssssssss puuuuuoooooollllll Tapi nilai yang asli itu:8/10 karena harga nya kurang murah dari harga yang dari tokonya
Adellia choirunnisa Maharani,2,02/07/2023 10:28:00,"Mungkin bisa di tambah fitur BLOKIR DRIVER untuk customer, biar pas dapet driver yang kurang mengenakan bisa langsung d blokir, barusan saya pesen grab dan dapet driver yang lama bgd otw nya pdhl jarak cuman 1mnt dari lokasi saya . Saya nunggu sampai 13mnt !!!!!!"
Ramdan mamaramdan,5,02/07/2023 08:03:00,ongkir suka g jelas berubah2 trs..apalgi skrg diskon ongkir g bisa dipake tarif ongkir mahal blm biaya pelayanann..jdi males belanja jg.huh payah.
Jhon Pantiak,1,02/07/2023 06:51:00,"Sdh 2X saya ditipu oleh Driver grab, drivernya tidak terima saya dapat promo, dia tambahkan biaya lain-lain dan biaya tol, padahal perjalan saya tanpa tol, namun dia tambahkan biaya tol 35.000 dan turun mobil jg di pinggir jalan tanpa ada biaya parkir dll, namun dia tambahkan biaya lain-lain 10.000 Barusan hari ini tgl 7/2/2023, saya cek saldo Ovo saya ada pengembalian dari Pihak grab, tapi sayangnya, yg di kembalikan tidak sesuai dg Estimasi biaya ongkos dan promo yg sdh di tawarkan Kecewaa..."
margerita bekamau,1,02/07/2023 05:41:00,"Kenapa habis update, pilihan untuk pesan mobil, motor dan makan tidak muncul lagi di beranda."
Marcow Prayudha,1,02/07/2023 04:56:00,"Aplikasi korupsi... Masa mengisi saldo ada biaya admin ( oke wajar ), lahh menerima saldo pun ada biaya admin???... Dasar koruptor kalian... Mengisi 100k, terus + biaya admin, Lahh yang diterima pun jadi berkurang 99k... AMPAS"
Aludra Ranjaninavanka,5,02/07/2023 04:54:00,drivernya ramah dan membantu pokonya top dah klo ada 10 Bintang sy kasih 10 bintang ðŸ˜?ðŸ’ªðŸ™?
Taufik nsw,1,02/07/2023 04:41:00,App error tidak ada pembenahan sama sekali. Tidak bisa di andalkan
Dewa Wisnu,3,02/07/2023 03:05:00,Susah masalah tujuan maupun penjemputan. Di ganti nya susah. Udah di cekok i yang tersedia. Padahal beda tujuan. Di ketik pun... muncul yang udah di sediakan dari aplikasi saat hp di lokasi pemakaian
Nendi Suhendi,1,02/07/2023 00:57:00,"Potongan ke driver nya jangan terlalu besar donk, kasihan driver nya, dari kita ongkos nya besar, nyampe ke driver jadi kecil, karena byk nya potongan2...."
Indah Fitria,1,02/06/2023 22:33:00,"mau order grab car jarak 2,7km tapi gabisa keterangannya terlalu jauhðŸ¥²"
Bimantoro,1,02/06/2023 17:54:00,"Baru di install terpaksa saya uninstall, untuk menentukan lokasi aja sangat susah beberapa kali saya posisikan dengan benar selalu berubah-ubah. Percuma disediakan kolom untuk mengisi alamat yg benar, setelah alamat dimasukan tapi tidak bisa dikonfirmasi."
Pathor Rozy,1,02/06/2023 12:58:00,"Aplikasinya membingungkan orang, masak mau pesen motor ato mobil di menu aplikasi gak ada"
Ega Ayu lestari,5,02/06/2023 12:53:00,"Saran nya untuk aplikasi grab , metode pembayaran nya di tambah bisa bayar pakai dana dong"
Muhamad Kasidin,5,02/06/2023 11:48:00,layanan dan pengiriman cuper cepat
Kamilia Salfina,5,02/06/2023 11:11:00,"selama menjadi pelanggan Grab, tidak pernah mengecewakan. terimaksh banyak Grab"
Lenni A,4,02/06/2023 07:48:00,"Kenapa sudah di update nggk bisa dipkai aplikasi grabnya ,mw pesan makanan ditolak terus ,,"
Rudi Gamers,1,02/06/2023 07:46:00,Pengemudi bilang oke untuk menjemput nyatanya sudah lama sekali menunggu tak kunjung datang. Udah tau urgent ! Di pesan tidak dibalas ditelpon tidak diangkat ! Kebiasaan Grab !
Dmitri Kustinov,3,02/06/2023 05:56:00,"Cara masuk grab hampir sama kek gojek, tolong disederhanain lagi ya. Masa harus verifikasi pake WA dan bukan lagi SMS"
Mailia Indriyanti,5,02/06/2023 05:08:00,"bapak nya baik, ramah dan nyaman ngatar nya."
Dede Herna,5,02/06/2023 03:12:00,sangat membantu di saat darurat untuk keluarga saya yg tidak punya kendaraan pribadi dan Alhamdulillah selama ini dapat driver baik dan sopan dan kendaraan nya bagus dan bersih. tentunya karena sblm pesan tidak lupa berdoa yaaðŸ¤— thank u grabðŸ‘?
Pustika AP,5,02/06/2023 02:50:00,"bermanfaat sekali bagi pengguna ojek online seperti saya,semoga makjn banyak promo dan diskonnya"
Apfan Asidqi,5,02/06/2023 00:44:00,Jos mantap apk SGT mmbantu di samping mudah di gunakan juga banyak promo nya Ter utama utk tranportasi ..sukses ssllau buat perusahaan in ttp jaya dan makin lebih baik lagi .thank deplor thank tim grab .by Dovink
Aii Cell,1,02/06/2023 00:12:00,No buat masuk karena udah pernah login jadi eror dn ga bisa buat up kode baru
Hotmeilina Nababan,3,02/06/2023 00:08:00,"Ini grab mapnya yang ngaco atau drivernya yang gatau cara pake map. Yang jelas, saya kesel, yang tadinya saya nunggu drivernya cuma 6 menit, jadi 20 menit. Alhasil nyampe ke tujuan lama. Dan saya jadi telat. Untuk mapnya tolong diperbaiki. Terimasih."
kris john,5,02/05/2023 23:19:00,terimakasih banyak atas pelayanan yang begitu cepat datang dan baik sampai tempat tujuan
galih nugroho,1,02/05/2023 21:49:00,"sangat mengecewakan 1.bisa bisa nya pesen makanan nunggu lebih dari 1jam masakan belum keluar dari dapur 2 driver nya sangat kurang komunikatif 3.tidak bisa tracking untuk memantau driver sudah mau pickup barang/ untuk mengantar kesimpulannya apk grab sangat mengecewakan, masih jauh jauh lebik baik gojek"
Di Cerdas,5,02/05/2023 21:31:00,"pesan grab nya ga pake lama , pesan langsung ada , mantab"
Rahma Fitria,1,02/05/2023 14:42:00,"aplikasinya payah, gak sesuai ekspetasi kurang membantu"
mathovani lutcu,5,02/05/2023 14:23:00,"so far sangat membantu banget,aplikasinya juga stabil."
Feby Irawan,2,02/05/2023 12:12:00,"Ni grab kok nggak bisa nyari driver yaa, dah 2 hari ini nggak bisa di pake apknya."
Alan Budi Kusumah,5,02/05/2023 10:58:00,untuk pengaturan map di grab di perbaiki. krna gk bsa singkron dg map yg ada di google
Merry Octovin,1,02/05/2023 10:49:00,"Saya ketinggalan hp di mobil, jelas2 driver tau tp ga dibalikkin. Respon dari pihak CS slow bgt"
Riki Hamdani,1,02/05/2023 08:14:00,"pesan grab food kena biaya pemesanan, logikanya mau pesan makanan kan ya harus pesan dulu lah, iya kali yg punya resto tau klo gk bilang pesananya apa, biaya pengemasan maksudnya pesan nasi bungkus, terus kita harus bayar bungkusnya 5rb gitu ? klo gk bayar biaya pengemasan, nasinya di bawa pake tangan ? lawak kau grab bagus beli sendiri .. terlalu banyak biaya pesan maan dr aplikasi ini ."
deezn_tz7,3,02/05/2023 06:12:00,"Mau cancel pesanan terlalu ribet, padahal niat mo di cancel krn terlalu lama dapat drivernya,setelah dapat pengemasannya juga lama... Mau tdk Mau harus menunggu lama dg hati dongkol"
Ardian Novianto,1,02/05/2023 02:58:00,Grab.. sekarang mahal. Food ada tambahan biaya pesanan. Pindah ajalah cari yang murah
fathatus syarifah,1,02/05/2023 01:52:00,Heran pake banget. Penulisan alamat tujuan untuk grab food jelas ada keterangan detail. Berulang kali orderan selalu diributin driver karena katanya kasih titik lokasi gak jelas. Itu gunanya detail pengantaran buat apa?? Koq yaa gak kaya app gojek. Belajar lahh sama app sebelah. Gak ngribetin konsumen. Udah gitu malah kita yg d omel2in driver gara2 katanya pengantaran gak jelas lokasinya. Kesel banget ama ni aplikasi.
add sya,1,02/04/2023 15:56:00,"Akun di nonaktifkan. Ga tau knp. Daftar pake email baru sampe 5 email pun sama aja. Keterangannya akun dinonaktifkan. Makin ga jelas !!! .gmna pada ga pindah ke aplikasi sebelah, dsini makin ga jelas !!!"
Yorie Pramudya,1,02/04/2023 15:16:00,Sementara ku kasih bintang 1 dulu soalnya masalah nya itu bikin aku ngak nyaman banget mau install udah bisa sampai 100% eh pas udah ada tulisan menginstal ku tunggu hampir 1 jam belum selesai juga coba di perbaiki dong
Kayla Azahra,1,02/04/2023 15:08:00,"ini gimanasih?kok saya gabisa verif,pdhl saya uda coba kesana kesini kamera ny,tp tetap sj gak bisa selalu ada bacaan 'tegakan hp,sesuaikan wajar di lingakaran' ,jd batal dan memakan waktu saja."
Mizwar Firzadhy,5,02/04/2023 14:59:00,"Sangat membantu kami masyarakat,khususnya angkutan jasa motor & mobil untuk bepergian kemana saja Sesuai jangkauan,apalagi Makanan sangat membantu,masalah saji"
Ayu Novita,1,02/04/2023 14:37:00,App Grabnya pada peta gada titik hijaunya jadi kalau nentuin lokasi yang mau dicari susah dan jadinya mempersulit
evita nova,4,02/04/2023 13:31:00,sangat2 nyaman dan ramah bgt pengemudinya
Fitri Sya,1,02/04/2023 10:13:00,Akun tiba2 diberhentikan . Login dengan nomer lain pun begitu jg. Gimana pakai aplikasinya. Ga jelas2 lama2..
Vanda Vanda,1,02/04/2023 09:15:00,"Pengalaman buruk naik grab dari pelabuhan tanjung perak le hotel berlian internasional, naik grab di pelabuhan dan dipesankan oleh mbakÂ² grab katanya 47rb+ tiket masuk grab.. ternyata pas sampai di hotel mas grab minta 60rb, padahal cuma 5 menit, ternyata di aplikasi hanya 11rb. yg naik dari pelabuhan tanjung perak hatiÂ² sama mbakÂ² grab. Lebih baik pesan sendiri"
tegar 28,3,02/04/2023 07:52:00,"Tak kasih 3 aja lah, soalnya fasilasnya kurang nyaman, kadang mantolnya bolong, kadang kaca helm nya rusak kaya kalo kena angin gerak gerak ngga beraturan gitu. Ya semoga pihak grabnya langsung bisa meng evaluasi tentang kurangnya fasilitas yang nyaman bagi pengguna, minimal ya helm nya di ubah jadi lebih nyaman dan ada mantolnya yang nyaman dan aman dari basah kalo hujan jangan pake mantol rusak atau sobek gitu."
isnani suci atp,2,02/04/2023 07:08:00,"grab ayo dong kasih fitur yang bisa buat pembeli menanyakan stok barang yang di jual masih ada atatu tidak, kaya di e comerse itu lo jadi pembeli bisa memastikan barang yng di pesan benar benar ada. soalnya bikin susah kalau barang di etalase bisa klik dan bayar tapi barang yg di pesan ternyata kosong, mau di ganti yang lain nggak bisa mau di tambahin bayar via ovo nggak bisa, alhasil tetep harus bayar ongkir tapi barang yang bener bener di butuhin malah kosong."
edward ase,5,02/04/2023 06:40:00,"cepat,praktis,sesuai kebutuhan"
Elfre sgh,4,02/04/2023 06:35:00,"Awalnya bagus, mudah saat memesan, selalu aman. Tapi kadang ada yang salah alamat harusnya di titik lokasi saya malah di tempat lain, saya merasa tidak nyaman karena itu mohon diperbaiki masalahnya terima kasih"
hernadi 137,1,02/04/2023 06:31:00,Puluhan kali di update tp nggak bisa sampai menghapus beberapa memori tp tetap tidak bisa. Aplikasinya semakin mengecewakan...
close,1,02/04/2023 00:43:00,kenapa sih verifikasi ribet bener coba di simpelkan saja biar lebih mudah apalagi saat verifikasi wajah itu ngulang ngulang terus
Fatmawati,5,02/04/2023 00:38:00,"alhamdulillah selalu tepat waktu tidak terlalu lama mnunggu,,pertahankan"
Zulkifli Zulkifliallied,5,02/03/2023 16:02:00,membantu dalam perjalanan pulang yang hingga larut malam masih melayani sarana transportasi yang aman . terima kasih
Nur Fadhilah,1,02/03/2023 13:15:00,"aplikasi sangat burukkk, syaa sudah nunggu pesanan makanan saja sejam dan ternyata di restonya pesanan saya tidak masukkkkk"
Lalu Ivan Hidayat,1,02/03/2023 10:57:00,Kenapa sekarang pesan makanan kok lama banget nyampenya sy tanya ke driver orderannya banyak masuk bukan hanya sy saja ðŸ¤¦ buruk
Lutfi Abdurrochman,1,02/03/2023 10:47:00,"Sering minta update, stiap hujan/tengah malam selalu susah dapat driver, driver penumpang & driver food sama aja, gak kayak si ijo sebelah yg sat set, Nyesel bgt download aplikasi grab"
irianto jh,3,02/03/2023 08:10:00,Aplikasinya ribet. Masukan ya....untuk ngisi titik jemput dan tujuan supaya dibuat lebih fleksibel
Herry Koswara,5,02/03/2023 07:56:00,untuk pertama kali sy menggunakan aplikasi ini saya cukup terbantu apalagi ketika pergi ke satu daerah dan belum tahu alamat pasti yg dituju
Komang ayu Susanti,5,02/03/2023 04:28:00,"Nice dan sangat terbantu,apalagi ada promonyaðŸ™‚"
Irma Dani,1,02/03/2023 04:21:00,Untuk go food. Selalu kasih kembalian kurang. Enta karna mau cari uang masuk enta apa saya juga gak ngertii. Padahal mereka sudah di bayar untuk ongkos antar Kecewa lah Korupsi dengan cara tidak ada kembalian
Arisman 99,1,02/03/2023 00:39:00,"Untuk kesekian kalinya driver menambahkan biaya lainnya tanpa sepengetahuan saya ,sudh chat pusat bantuan tidak ada tanggapan , terus akhiri chat ,aneh"
Yopphy Nuhgroho,1,02/02/2023 16:06:00,Aplikasi gak jelas. Udah 3x coba pesan. Nungguin konfirmasi kurirnya lama bangettt. Padahal udah pakai pengantar premium dipilihannya. Gak niat woiiii... bubar aja.
adhitya jalaludin,1,02/02/2023 11:44:00,Aneh mapsnya jalannya ilang semua jadi rute nya jauh karna diarahin ke jalan yg jauh
Arry Lah nie,5,02/02/2023 11:43:00,Sudah lama pake grab app merasa sangat terbantu......tp prnh juga ngalamin hal yg tdk mengenakkan dpt driver yg pertanyaannya sangat tdk pantas ditanyakan ke penumpang...awalnya mau kasi bintang 1 ke driver tsb tp tdk sy lakukan..terlepas dr oknum driver trsbt 90% drivernya baik maju terus semoga semakin kedepan walpun bnyk sainganðŸ™?ðŸ™?ðŸ™?
Jeffrey Star,2,02/02/2023 10:23:00,Ini apk kenapa dah pening kali aku lihat mau pesan aja ribet kali minta foto oke lah cuman mau foto verifikasi gagal ada kesalahan entah apa mau nya sih. Padahal jaringan bagus hp emang Vivo y12 apa emang kendala hp harusnya di buat untuk semua hp bisa pakai. Kalo gini yah susah mau pesan grab nya ðŸ˜¤
